show_name,season,episode,air_date,imdb_rating,episode_index,is_event,event_type,event_detail
Dexter,5,12,12-12-2010,8.8,60,1,death,Jordan Chase (main antagonist)
Dexter,6,1,10-02-2011,8.3,61,1,premiere,Season Premiere
Dexter,6,2,10-09-2011,7.9,62,0,,
Dexter,6,3,10-16-2011,8,63,0,,
Dexter,6,4,10-23-2011,8.3,64,0,,
Dexter,6,5,10-30-2011,7.8,65,0,,
Dexter,6,6,11-06-2011,8.4,66,0,,
Dexter,6,7,11-13-2011,7.7,67,0,,
Dexter,6,8,11-20-2011,7.7,68,0,,
Dexter,6,9,11-27-2011,8.4,69,0,,
Dexter,6,10,12-04-2011,7.9,70,0,,
Dexter,6,11,12-11-2011,8.2,71,0,,
Dexter,6,12,12-18-2011,9.1,72,1,death,Travis Marshall (main antagonist)
Dexter,7,1,09-30-2012,9.4,73,1,premiere,Season Premiere
Dexter,7,2,10-07-2012,8.7,74,0,,
Dexter,7,3,10-14-2012,8.5,75,0,,
Dexter,7,4,10-21-2012,8.8,76,0,,
Dexter,7,5,10-28-2012,8.4,77,0,,
Dexter,7,6,11-04-2012,8.1,78,0,,
Dexter,7,7,11-11-2012,8.3,79,0,,
Dexter,7,8,11-18-2012,8.8,80,0,,
Dexter,7,9,11-25-2012,8.6,81,1,death,Isaak Sirko (main antagonist)
Dexter,7,10,12-02-2012,8.3,82,0,,
Dexter,7,11,12-09-2012,8.9,83,0,,
Dexter,7,12,12-16-2012,9.3,84,1,death,Maria LaGuerta (main antagonist)
Dexter,8,1,06-30-2013,8.4,85,1,premiere,Season Premiere
Dexter,8,2,07-07-2013,7.8,86,0,,
Dexter,8,3,07-14-2013,7.9,87,0,,
Dexter,8,4,07-21-2013,7.9,88,0,,
Dexter,8,5,07-28-2013,7.7,89,0,,
Dexter,8,6,08-04-2013,7.6,90,0,,
Dexter,8,7,08-11-2013,7.4,91,0,,
Dexter,8,8,08-18-2013,7.9,92,0,,
Dexter,8,9,08-25-2013,7.2,93,0,,
Dexter,8,10,09-08-2013,6.9,94,1,death,Evelyn Vogel
Dexter,8,11,09-15-2013,7.2,95,0,,
Dexter,8,12,09-22-2013,4.9,96,1,death,Debra Morgan (major character)
Dexter: New Blood,1,1,11-07-2021,8.5,1,1,death,Matthew Caldwell (opening antagonist)
Dexter: New Blood,1,2,11-14-2021,8.1,2,0,,
Dexter: New Blood,1,3,11-21-2021,8.2,3,0,,
Dexter: New Blood,1,4,11-28-2021,8.5,4,0,,
Dexter: New Blood,1,5,12-05-2021,8.6,5,0,,
Dexter: New Blood,1,6,12-12-2021,9,6,0,,
Dexter: New Blood,1,7,12-19-2021,8.7,7,0,,
Dexter: New Blood,1,8,12-26-2021,8.9,8,0,,
Dexter: New Blood,1,9,01-02-2022,9.3,9,1,death,Kurt Caldwell (main antagonist)
Dexter: New Blood,1,10,01-08-2022,4.9,10,1,death,Dexter Morgan (main character)
Dexter: Original Sin,1,1,12-13-2024,8.2,1,1,premiere,Series Premiere
Dexter: Original Sin,1,2,12-20-2024,7.8,2,0,,
Dexter: Original Sin,1,3,12-20-2024,8.3,3,0,,
Dexter: Original Sin,1,4,12-27-2024,8,4,0,,
Dexter: Original Sin,1,5,01-03-2025,8,5,0,,
Dexter: Original Sin,1,6,01-10-2025,8.2,6,0,,
Dexter: Original Sin,1,7,01-24-2025,8.6,7,0,,
Dexter: Original Sin,1,8,01-31-2025,8.9,8,0,,
Dexter: Original Sin,1,9,02-07-2025,8.9,9,0,,
Dexter: Original Sin,1,10,02-14-2025,9,10,1,death,Aaron Spencer (main antagonist)
Barry,1,1,03-25-2018,8.1,1,1,premiere,Series Premiere
Barry,1,2,04-01-2018,7.6,2,0,,
Barry,1,3,04-08-2018,7.8,3,0,,
Barry,1,4,04-15-2018,7.6,4,0,,
Barry,1,5,04-22-2018,8.2,5,0,,
Barry,1,6,04-29-2018,8.3,6,0,,
Barry,1,7,05-06-2018,9.3,7,0,,
Barry,1,8,05-13-2018,8.9,8,1,death,Janice Moss (secondary antagonist)
Barry,2,1,03-31-2019,8.2,9,1,premiere,Season Premiere
Barry,2,2,04-07-2019,7.8,10,0,,
Barry,2,3,04-14-2019,8.4,11,0,,
Barry,2,4,04-21-2019,9.1,12,0,,
Barry,2,5,04-28-2019,9.7,13,0,,
Barry,2,6,05-05-2019,8.4,14,0,,
Barry,2,7,05-12-2019,9,15,0,,
Barry,2,8,05-19-2019,9.3,16,1,finale,
Barry,3,1,04-24-2022,8.4,17,1,premiere,Season Premiere
Barry,3,2,05-01-2022,8.6,18,0,,
Barry,3,3,05-08-2022,7.7,19,0,,
Barry,3,4,05-15-2022,8.6,20,0,,
Barry,3,5,05-22-2022,8.4,21,0,,
Barry,3,6,05-29-2022,9.4,22,0,,
Barry,3,7,06-05-2022,8.6,23,0,,
Barry,3,8,06-12-2022,9.5,24,1,finale,Season Finale
Barry,4,1,04-16-2023,8.3,25,1,premiere,Season Premiere
Barry,4,2,04-16-2023,8.4,26,0,,
Barry,4,3,04-23-2023,9,27,0,,
Barry,4,4,04-30-2023,9.2,28,1,death,Cristobal Sifuentes
Barry,4,5,05-07-2023,7.4,29,0,,
Barry,4,6,05-14-2023,8.2,30,0,,
Barry,4,7,05-21-2023,8.6,31,0,,
Barry,4,8,05-28-2023,8.8,32,1,death,Barry Berkman (main character)
